Open,High,Low,Close,Volume,Datetime
68199.98,68380.73,68166.01,68368.94,139.99881123,2026-02-21 21:00:00+00:00
68368.94,68450.94,67865.0,67961.79,216.01716682,2026-02-21 22:00:00+00:00
67958.09,68108.82,67926.18,67955.78,109.73832542,2026-02-21 23:00:00+00:00
67955.78,68072.72,67778.48,67920.32,149.13421138,2026-02-22 00:00:00+00:00
67920.31,68153.57,67908.0,68138.97,112.98320765,2026-02-22 01:00:00+00:00
68138.97,68200.0,67852.71,67889.59,181.19585209,2026-02-22 02:00:00+00:00
67889.59,68044.75,67802.78,68024.46,136.55583046,2026-02-22 03:00:00+00:00
68025.88,68063.58,67929.22,67959.11,97.31556303,2026-02-22 04:00:00+00:00
67959.11,67995.62,67860.7,67958.83,78.63316873,2026-02-22 05:00:00+00:00
67958.83,68152.46,67942.97,68020.67,115.29148356,2026-02-22 06:00:00+00:00
68024.99,68081.54,67969.34,67996.01,78.49436141,2026-02-22 07:00:00+00:00
67996.01,68007.97,67891.52,67942.41,61.36684085,2026-02-22 08:00:00+00:00
67942.39,68089.97,67942.39,68040.98,51.28637437,2026-02-22 09:00:00+00:00
68040.98,68138.98,67992.23,68112.6,52.59115271,2026-02-22 10:00:00+00:00
68112.6,68241.4,68112.6,68200.0,65.73526941,2026-02-22 11:00:00+00:00
68199.99,68221.92,67856.24,67912.79,178.10244971,2026-02-22 12:00:00+00:00
67912.79,68022.11,67555.24,67633.8,225.52535285,2026-02-22 13:00:00+00:00
67633.8,67672.3,67332.21,67434.0,276.42286056,2026-02-22 14:00:00+00:00
67434.0,67799.68,67289.36,67673.72,249.52897715,2026-02-22 15:00:00+00:00
67673.72,67704.92,67488.05,67608.99,75.49241207,2026-02-22 16:00:00+00:00
67608.99,67613.36,67132.81,67358.59,206.99368048,2026-02-22 17:00:00+00:00
67358.58,67438.65,67284.0,67392.53,138.59812508,2026-02-22 18:00:00+00:00
67392.53,67465.0,67353.08,67390.14,94.49301492,2026-02-22 19:00:00+00:00
67390.14,67450.0,67314.67,67368.0,158.21874831,2026-02-22 20:00:00+00:00
67369.89,67600.0,67369.89,67579.45,144.00825828,2026-02-22 21:00:00+00:00
67579.45,67723.38,67436.67,67642.45,112.27958047,2026-02-22 22:00:00+00:00
67642.45,67702.85,67433.45,67617.98,223.28669677,2026-02-22 23:00:00+00:00
67616.01,67656.42,66695.09,66717.27,304.3868519,2026-02-23 00:00:00+00:00
66714.9,66714.9,64298.71,64417.98,2369.35024136,2026-02-23 01:00:00+00:00
64417.98,64904.22,64310.01,64767.71,750.40175475,2026-02-23 02:00:00+00:00
64767.71,65049.45,64678.13,64918.0,433.31750544,2026-02-23 03:00:00+00:00
64918.0,65017.42,64662.0,64800.39,297.73189793,2026-02-23 04:00:00+00:00
64800.39,65212.58,64794.99,65054.76,277.94557658,2026-02-23 05:00:00+00:00
65054.76,65798.84,65011.97,65752.71,330.86972748,2026-02-23 06:00:00+00:00
65752.71,65999.39,65650.78,65941.91,304.61310054,2026-02-23 07:00:00+00:00
65941.9,65954.25,65560.9,65660.97,328.03565632,2026-02-23 08:00:00+00:00
65660.97,66448.42,65658.5,66401.28,278.18223412,2026-02-23 09:00:00+00:00
66401.25,66588.17,66211.36,66322.3,247.91335058,2026-02-23 10:00:00+00:00
66322.3,66491.48,66104.89,66204.04,222.3768384,2026-02-23 11:00:00+00:00
66204.05,66512.75,65890.39,66287.98,351.00770044,2026-02-23 12:00:00+00:00
66287.98,66441.66,66089.01,66128.59,408.43537267,2026-02-23 13:00:00+00:00
66128.59,66271.18,65502.0,65905.99,1123.21027848,2026-02-23 14:00:00+00:00
65906.97,66231.81,65560.27,65631.02,1018.09366541,2026-02-23 15:00:00+00:00
65631.01,65717.44,65160.58,65356.0,887.9611377,2026-02-23 16:00:00+00:00
65359.83,65446.0,64147.69,64806.01,1404.15456135,2026-02-23 17:00:00+00:00
64803.66,65168.15,64552.0,64620.18,709.28882549,2026-02-23 18:00:00+00:00
64620.19,64839.98,64079.44,64275.4,897.88806768,2026-02-23 19:00:00+00:00
64275.39,64475.78,63855.0,64463.59,837.3193294,2026-02-23 20:00:00+00:00
64456.21,64774.0,64433.66,64572.12,530.48326142,2026-02-23 21:00:00+00:00
64572.14,64999.98,64534.98,64705.99,523.03208352,2026-02-23 22:00:00+00:00
64707.44,64883.38,64502.12,64625.78,362.0127437,2026-02-23 23:00:00+00:00
64625.78,64988.32,64625.78,64906.0,277.46862996,2026-02-24 00:00:00+00:00
64906.0,64906.0,63422.17,64133.04,757.72224481,2026-02-24 01:00:00+00:00
64133.04,64483.83,63957.51,64079.18,380.90422537,2026-02-24 02:00:00+00:00
64079.19,64079.19,63321.69,63568.6,477.38293291,2026-02-24 03:00:00+00:00
63571.4,63600.0,62828.39,63348.73,842.10953236,2026-02-24 04:00:00+00:00
63348.72,63536.21,62676.78,63084.84,530.44365931,2026-02-24 05:00:00+00:00
63084.84,63303.26,62876.3,63067.09,261.99122597,2026-02-24 06:00:00+00:00
63067.09,63347.55,62896.63,63167.02,272.04972873,2026-02-24 07:00:00+00:00
63170.0,63425.0,62970.58,63371.25,195.60523288,2026-02-24 08:00:00+00:00
63371.25,63398.74,62917.86,63240.37,279.58392559,2026-02-24 09:00:00+00:00
63240.37,63353.73,63101.6,63270.0,209.91250699,2026-02-24 10:00:00+00:00
63274.7,63314.12,63050.0,63211.99,304.85237203,2026-02-24 11:00:00+00:00
63211.97,63341.84,62937.83,62948.01,399.93049874,2026-02-24 12:00:00+00:00
62948.01,63099.98,62534.61,62884.71,641.81823704,2026-02-24 13:00:00+00:00
62889.18,63851.57,62748.99,63461.98,1271.38527706,2026-02-24 14:00:00+00:00
63461.99,64044.99,63304.38,63979.2,1079.79603397,2026-02-24 15:00:00+00:00
63979.21,64448.69,63703.33,64273.22,1079.30837894,2026-02-24 16:00:00+00:00
64269.29,64521.42,64047.78,64229.93,807.9641046,2026-02-24 17:00:00+00:00
64229.92,64517.76,63938.32,64428.01,528.82005522,2026-02-24 18:00:00+00:00
64428.02,64749.86,64247.12,64442.79,468.66047553,2026-02-24 19:00:00+00:00
64442.79,64600.24,64312.85,64474.97,414.36759795,2026-02-24 20:00:00+00:00
64474.48,64474.48,63841.33,64032.89,461.79675606,2026-02-24 21:00:00+00:00
64032.9,64241.08,63969.01,64119.84,234.60925556,2026-02-24 22:00:00+00:00
64122.75,64261.49,63854.0,64068.33,338.92474839,2026-02-24 23:00:00+00:00
64068.33,64331.16,63912.25,64221.53,370.59218881,2026-02-25 00:00:00+00:00
64221.53,66300.04,64146.1,65899.06,1263.49639374,2026-02-25 01:00:00+00:00
65899.06,66313.68,65865.6,65879.41,462.5828082,2026-02-25 02:00:00+00:00
65879.4,65947.61,65348.37,65387.99,462.14990323,2026-02-25 03:00:00+00:00
65388.0,65648.27,65110.13,65451.26,307.03860288,2026-02-25 04:00:00+00:00
65451.27,65512.52,64751.55,64884.01,336.33542362,2026-02-25 05:00:00+00:00
64884.0,65120.31,64857.04,64893.97,176.2196487,2026-02-25 06:00:00+00:00
64893.97,65191.3,64773.61,65028.35,183.20227773,2026-02-25 07:00:00+00:00
65028.35,65578.0,64960.71,65517.99,251.52442364,2026-02-25 08:00:00+00:00
65517.98,65695.93,65424.47,65551.23,215.06779184,2026-02-25 09:00:00+00:00
65551.24,65652.0,65341.95,65402.44,211.94926101,2026-02-25 10:00:00+00:00
65398.83,65479.68,65184.08,65413.11,245.98292132,2026-02-25 11:00:00+00:00
65412.38,66239.21,65317.71,66066.1,448.47975142,2026-02-25 12:00:00+00:00
66066.12,66678.18,66011.07,66243.79,565.32885099,2026-02-25 13:00:00+00:00
